HOUSEID,PERSONID,VARSTRAT,WTPERFIN,SFWGT,HH_HISP,HH_RACE,DRVRCNT,HHFAMINC,HHSIZE,HHVEHCNT,NUMADLT,WRKCOUNT,FLAG100,LIF_CYC,CNTTDTR,BORNINUS,CARRODE,CDIVMSAR,CENSUS_D,CENSUS_R,CONDNIGH,CONDPUB,CONDRIDE,CONDRIVE,CONDSPEC,CONDTAX,CONDTRAV,DELIVER,DIARY,DISTTOSC,DRIVER,DTACDT,DTCONJ,DTCOST,DTRAGE,DTRAN,DTWALK,EDUC,EVERDROV,FLEXTIME,FMSCSIZE,FRSTHM,FXDWKPL,GCDWORK,GRADE,GT1JBLWK,HHRESP,HHSTATE,HHSTFIPS,ISSUE,OCCAT,LSTTRDAY,MCUSED,MEDCOND,MEDCOND6,MOROFTEN,MSACAT,MSASIZE,NBIKETRP,NWALKTRP,OUTCNTRY,OUTOFTWN,PAYPROF,PRMACT,PROXY,PTUSED,PURCHASE,R_AGE,R_RELAT,R_SEX,RAIL,SAMEPLC,SCHCARE,SCHCRIM,SCHDIST,SCHSPD,SCHTRAF,SCHTRN1,SCHTRN2,SCHTYP,SCHWTHR,SELF_EMP,TIMETOSC,TIMETOWK,TOSCSIZE,TRAVDAY,URBAN,URBANSIZE,URBRUR,USEINTST,USEPUBTR,WEBUSE,WKFMHMXX,WKFTPT,WKRMHM,WKSTFIPS,WORKER,WRKTIME,WRKTRANS,YEARMILE,YRMLCAP,YRTOUS,DISTTOWK,TDAYDATE,HOMEOWN,HOMETYPE,HBHUR,HTRESDN,HTHTNRNT,HTPPOPDN,HTEEMPDN,HBRESDN,HBHTNRNT,HBPPOPDN,HH_CBSA,HHC_MSA
20403579,02,85,126.59046505,0,02,01,2,04,2,0,2,1,01,02,4,02,-1,24,02,01,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,-1,03,-1,-1,-1,05,-1,-1,-1,01,-1,-1,-1,-1,01,NY,36,04,-1,-1,-1,02,-1,-1,04,06,0,10,-1,-1,02,05,01,5,2,27,08,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,01,01,02,02,01,-1,-1,-1,-1,02,-1,-1,3000,02,2000,-1,200808,02,03,S,300,50,750,150,3000,90,7000,XXXXX,-1
20404080,01,72,39.751821351,0,02,01,1,12,1,1,1,1,01,01,7,01,1,82,08,04,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,-1,-1,-1,02,-1,04,-1,01,-1,01,-1,3.4398161786,-1,02,01,AZ,04,02,-1,-1,-1,02,-1,-1,02,05,0,6,-1,-1,-1,01,01,0,2,44,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,12,-1,02,01,04,01,02,02,01,0,01,01,04,01,09:30AM,01,15000,02,-1,4,200809,01,01,U,3000,70,7000,3000,3000,30,7000,38060,6200
20404138,01,19,167.28917176,0,02,01,0,03,1,0,1,0,01,09,4,02,-1,43,04,02,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,02,-1,-1,-1,-1,-1,02,02,01,-1,-1,01,-1,-1,-1,-1,01,NE,31,03,-1,-1,-1,02,-1,-1,03,03,0,2,-1,-1,02,06,01,0,-1,85,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,03,01,02,02,05,-1,-1,-1,-1,02,-1,-1,-1,-1,1961,-1,200810,02,03,S,750,40,1500,5000,1500,60,1500,XXXXX,XXXX
20404286,01,81,43.693339233,0,02,01,2,-7,3,3,2,2,01,08,0,01,-1,13,01,01,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,01,-1,-1,03,-1,-1,-1,03,-1,01,-1,01,-1,1.9281673291,-1,02,01,VT,50,04,01,3,-1,02,-1,-1,03,01,0,0,-1,-1,-1,01,01,-9,0,52,01,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,1,-1,07,04,06,02,-1,-1,01,20,02,01,50,01,08:00AM,23,1000,02,-1,0,200806,01,01,TC,50,20,300,25,50,5,50,XXXXX,XXXX
20404286,02,81,46.827114255,0,02,01,2,-7,3,3,2,2,01,08,4,02,1,13,01,01,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,-1,-1,02,-1,-1,-1,03,-1,02,-1,01,-1,12.835620425,-1,02,01,VT,50,04,03,-1,-1,02,-1,-1,03,01,0,7,-1,-1,-1,01,01,-9,1,49,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,30,-1,07,04,06,02,02,02,01,-1,01,02,50,01,06:00AM,01,20000,02,1960,15,200806,01,01,TC,50,20,300,25,50,5,50,XXXXX,XXXX
20404286,03,81,42.550269626,0,02,01,2,-7,3,3,2,2,01,08,0,01,-1,13,01,01,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,01,VT,50,06,-1,11,-1,02,-1,01,03,01,0,0,-1,-1,02,07,01,-9,0,17,03,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,04,06,02,-1,-1,01,-1,-1,-1,-1,02,-1,-1,-1,-1,-1,-1,200806,01,01,TC,50,20,300,25,50,5,50,XXXXX,XXXX
20405199,01,73,82.978773769,0,02,01,2,18,2,3,2,2,01,02,4,01,1,23,02,01,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,-1,03,-1,-1,-1,04,-1,01,-1,01,-1,6.4359231457,-1,02,01,NY,36,04,04,-1,-1,02,-1,-1,03,02,0,3,-1,-1,-1,01,01,0,2,49,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,15,-1,04,04,06,02,02,02,02,-1,01,02,36,01,08:00AM,01,-8,-1,-1,9,200902,01,01,TC,50,5,50,25,50,5,50,XXXXX,XXXX
20405199,02,73,85.409479769,0,02,01,2,18,2,3,2,2,01,02,5,01,1,23,02,01,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,02,-1,-1,-1,-1,-1,05,-1,02,-1,01,-1,9.6979987025,-1,01,01,NY,36,06,04,-1,0,02,-1,-1,03,02,0,12,-1,-1,-1,01,01,0,0,50,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,25,-1,04,04,06,02,02,02,01,-1,01,02,36,01,06:50AM,04,12000,02,-1,12,200902,01,01,TC,50,5,50,25,50,5,50,XXXXX,XXXX
20405340,01,39,1510.3209788,0,02,01,1,08,1,2,1,1,01,01,3,01,1,63,06,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,02,-1,-1,-1,03,-1,01,-1,02,-1,13.103702763,-1,01,01,TN,47,04,04,-1,-1,02,-1,-1,03,03,0,9,-1,02,-1,01,01,-9,0,49,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,45,-1,06,01,02,01,02,02,01,-1,01,02,47,01,06:00AM,04,40000,02,-1,38,200903,01,01,S,750,20,1500,750,750,20,1500,XXXXX,XXXX
20405573,01,70,592.5249071,0,02,01,2,08,4,2,2,1,01,06,4,01,-1,51,05,03,-1,-1,-1,-1,-1,-1,-1,10,01,-1,01,-1,-1,-1,03,-1,-1,04,-1,-1,-1,01,-1,-1,-1,-1,01,FL,12,05,-1,-1,-1,02,-1,-1,01,05,0,14,-1,-1,02,04,01,0,10,48,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,05,01,02,02,01,-1,-1,-1,-1,02,-1,-1,4000,02,-1,-1,200901,02,03,U,17000,40,17000,3000,30000,20,30000,33100,4992
20405573,02,70,1211.2576732,0,02,01,2,08,4,2,2,1,01,06,2,02,-1,51,05,03,-1,-1,-1,-1,-1,-1,-1,5,02,-1,01,03,-1,-1,-1,-1,-1,05,-1,02,-1,01,-1,2.0261082414,-1,02,01,FL,12,06,04,-1,-1,02,-1,-1,01,05,0,3,-1,-1,-1,02,01,0,5,30,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,-5,-1,01,01,05,01,02,02,01,-1,01,02,12,01,07:45AM,-1,-8,-1,2004,3,200901,02,03,U,17000,40,17000,3000,30000,20,30000,33100,4992
20405573,03,70,590.67976329,1181.3595266,02,01,2,08,4,2,2,1,01,06,0,-1,-1,51,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,01,-1,-1,02,-1,01,FL,12,-1,-1,5,-1,-1,-1,-1,01,05,0,2,-1,-1,-1,-1,02,-1,-1,6,03,01,01,01,04,04,03,04,04,23,23,01,04,-1,10,-1,2,01,01,05,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200901,02,03,U,17000,40,17000,3000,30000,20,30000,33100,4992
20405573,04,70,769.10883491,0,02,01,2,08,4,2,2,1,01,06,0,-1,-1,51,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,-1,-1,01,FL,12,-1,-1,5,-1,-1,-1,-1,01,05,0,2,-1,-1,-1,-1,02,-1,-1,10,03,02,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,05,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200901,02,03,U,17000,40,17000,3000,30000,20,30000,33100,4992
20405797,01,77,1639.5939406,0,01,07,2,18,5,2,2,2,01,04,10,01,1,91,09,04,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,03,-1,-1,-1,-1,-1,03,-1,01,-1,01,-1,2.8800478821,-1,02,01,CA,06,06,01,-1,-1,02,-1,-1,01,05,0,0,-1,-1,-1,01,01,0,1,34,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,15,-1,01,01,05,01,01,02,01,-1,01,02,06,01,06:00AM,02,-8,-1,-1,4,200808,01,01,U,3000,5,7000,750,3000,5,7000,31100,4472
20405797,02,77,1520.3819965,0,01,07,2,18,5,2,2,2,01,04,7,02,1,91,09,04,-1,-1,-1,-1,-1,-1,-1,1,02,-1,01,02,-1,-1,-1,-1,-1,03,-1,01,-1,01,-1,2.6278704725,-1,02,01,CA,06,06,01,-1,-1,02,-1,-1,01,05,0,0,-1,-1,-1,01,01,0,1,40,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,10,-1,01,01,05,01,01,02,02,-1,01,02,06,01,08:00AM,02,-8,-1,1972,3,200808,01,01,U,3000,5,7000,750,3000,5,7000,31100,4472
20405797,03,77,1254.3759627,1254.3759627,01,07,2,18,5,2,2,2,01,04,7,-1,-1,91,09,04,-1,-1,-1,-1,-1,-1,-1,-1,02,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,08,-1,01,CA,06,-1,-1,-1,-1,-1,-1,-1,01,05,0,2,-1,-1,-1,-1,02,-1,-1,5,03,02,01,-1,02,03,01,04,03,02,01,02,01,-1,5,-1,-1,01,01,05,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200808,01,01,U,3000,5,7000,750,3000,5,7000,31100,4472
20406039,01,42,295.17882582,0,02,01,2,10,3,2,2,2,01,06,5,01,-1,73,07,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,03,-1,-1,04,-1,02,-1,01,-1,2.557393212,-1,02,01,TX,48,05,97,-1,-1,02,-1,-1,03,01,0,0,-1,-1,-1,01,01,0,0,38,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,-4,-1,01,01,01,01,02,02,01,-1,01,02,48,01,07:45AM,-1,7500,02,-1,4,200901,01,01,S,1500,40,3000,750,1500,50,3000,XXXXX,XXXX
20406039,02,42,241.64214869,0,02,01,2,10,3,2,2,2,01,06,5,01,1,73,07,03,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,01,-1,-1,-1,-1,-1,-1,04,-1,02,-1,01,-1,4.1691302934,-1,02,01,TX,48,-1,02,-1,-1,02,-1,-1,03,01,0,0,-1,-1,-1,01,02,0,0,37,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,12,-1,01,01,01,01,02,02,03,-1,01,02,48,01,08:00AM,01,12000,02,-1,6,200901,01,01,S,1500,40,3000,750,1500,50,3000,XXXXX,XXXX
20406039,03,42,205.40685284,205.40685284,02,01,2,10,3,2,2,2,01,06,5,-1,-1,73,07,03,-1,-1,-1,-1,-1,-1,-1,-1,02,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,-1,05,-1,01,TX,48,-1,-1,-1,-1,-1,-1,-1,03,01,0,0,-1,-1,-1,-1,02,-1,-1,9,03,01,02,-1,04,01,01,04,04,01,01,01,01,-1,4,-1,-1,01,01,01,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,200901,01,01,S,1500,40,3000,750,1500,50,3000,XXXXX,XXXX
20406383,01,15,230.44618727,0,02,01,2,14,2,3,2,0,01,10,8,01,-1,51,05,03,-1,-1,-1,-1,-1,-1,-1,3,01,-1,01,-1,-1,-1,-1,-1,03,03,-1,-1,-1,01,-1,-1,-1,-1,01,GA,13,03,-1,-1,-1,02,-1,-1,01,05,0,4,-1,-1,02,06,01,-9,3,58,01,01,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,05,01,02,02,01,-1,-1,-1,-1,02,-1,-1,12000,02,-1,-1,200904,01,01,TC,300,5,750,150,300,5,1500,12060,0520
20406383,02,15,179.42376525,0,02,01,2,14,2,3,2,0,01,10,3,01,-1,51,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,02,-1,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,GA,13,04,-1,-1,-1,02,-1,-1,01,05,0,1,-1,-1,02,06,01,-9,0,56,02,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,05,01,02,02,01,-1,-1,-1,-1,02,-1,-1,-8,-1,-1,-1,200904,01,01,TC,300,5,750,150,300,5,1500,12060,0520
20406431,01,74,25.604945798,0,02,01,2,12,2,1,2,0,01,10,9,01,-1,52,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,03,-1,-1,-1,05,-1,-1,-1,01,-1,-1,-1,-1,01,NC,37,04,-1,-1,-1,02,-1,-1,02,04,0,7,-1,-1,02,06,01,-9,-1,84,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,02,01,02,02,05,-1,-1,-1,-1,02,-1,-1,12000,02,-1,-1,200901,01,01,S,750,40,1500,3000,750,30,1500,XXXXX,3120
20406431,02,74,26.823447963,0,02,01,2,12,2,1,2,0,01,10,5,01,-1,52,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,02,-1,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,NC,37,04,-1,-1,-1,02,-1,-1,02,04,0,6,-1,-1,02,04,01,-9,0,81,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,02,01,02,02,02,-1,-1,-1,-1,02,-1,-1,200,02,-1,-1,200901,01,01,S,750,40,1500,3000,750,30,1500,XXXXX,3120
20406570,01,9,138.35354798,0,02,01,1,12,1,1,1,1,01,01,2,01,1,92,09,04,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,-1,03,-1,-1,-1,-1,04,-1,01,-1,01,-1,20.653663223,-1,02,01,CA,06,01,04,-1,-1,02,-1,-1,02,04,0,0,-1,-1,-1,01,01,0,3,61,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,35,-1,01,01,04,01,02,02,01,-1,01,02,06,01,06:30AM,01,20000,02,-1,25,200812,01,01,C,1500,5,3000,350,3000,5,7000,41740,7320
20406691,01,59,315.84423304,0,02,01,1,07,1,1,1,0,01,09,4,01,-1,91,09,04,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,02,-1,-1,-1,-1,04,-1,-1,-1,01,-1,-1,-1,-1,01,CA,06,01,-1,-1,-1,02,-1,-1,01,05,0,0,-1,-1,02,06,01,0,2,79,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,01,05,01,02,02,01,-1,-1,-1,-1,02,-1,-1,2500,02,-1,-1,200902,01,01,U,7000,50,17000,3000,7000,20,17000,31100,4472
20407045,01,45,5363.2929486,0,01,02,1,06,2,0,2,1,02,07,4,02,-1,21,02,01,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,01,-1,-1,03,-1,-1,-1,02,02,-1,-1,01,01,-1,-1,02,01,NY,36,04,01,-1,-1,02,-1,-1,01,05,0,7,-1,-1,-1,01,01,30,-1,60,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,-1,-1,06,01,05,01,02,01,05,-1,01,-1,-1,01,-1,-1,-1,-1,1974,-1,200901,02,03,U,17000,90,30000,5000,30000,95,30000,35620,5602
20407399,01,98,10.377361305,0,02,01,2,18,2,3,2,2,01,02,5,01,1,82,08,04,-1,-1,-1,-1,-1,-1,-1,0,01,-1,01,-1,-1,02,-1,-1,-1,04,-1,02,-1,01,-1,4.701523987,-1,02,01,AZ,04,04,-1,-1,-1,02,-1,-1,02,05,0,4,-1,-1,-1,01,01,0,1,53,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,15,-1,05,01,04,01,02,02,01,-1,01,02,04,01,08:30AM,01,4000,02,-1,6,200810,01,01,U,3000,50,7000,5000,3000,70,7000,38060,6200
20407399,02,98,11.196087449,0,02,01,2,18,2,3,2,2,01,02,11,01,1,82,08,04,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,02,-1,-1,-1,-1,02,-1,01,-1,01,-1,9.6822697619,-1,02,01,AZ,04,01,-1,-1,-1,02,-1,-1,02,05,0,0,-1,-1,-1,01,01,0,-1,49,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,25,-1,05,01,04,01,01,02,05,-1,01,02,04,01,09:00AM,04,25000,02,-1,20,200810,01,01,U,3000,50,7000,5000,3000,70,7000,38060,6200
20407465,01,45,15.868266604,0,02,01,2,12,2,2,2,0,01,10,7,01,-1,52,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,03,-1,-1,-1,02,-1,-1,-1,01,-1,-1,-1,-1,01,NC,37,04,-1,-1,-1,02,-1,-1,02,04,0,0,-1,-1,02,06,01,-9,0,71,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,02,02,03,-1,-1,-1,-1,02,-1,-1,30000,02,-1,-1,200807,01,01,TC,300,5,300,75,300,0,750,XXXXX,3120
20407465,02,45,16.544965064,0,02,01,2,12,2,2,2,0,01,10,5,01,-1,52,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,-1,-1,-1,02,-1,-1,-1,01,-1,-1,-1,-1,01,NC,37,-1,-1,-1,-1,02,-1,-1,02,04,0,0,-1,-1,02,06,02,0,0,71,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,02,02,03,-1,-1,-1,-1,02,-1,-1,10000,02,-1,-1,200807,01,01,TC,300,5,300,75,300,0,750,XXXXX,3120
20407595,01,22,253.24895572,0,02,01,2,18,2,2,2,0,01,10,7,01,-1,92,09,04,-1,-1,-1,-1,-1,-1,-1,5,01,-1,01,-1,-1,-1,02,-1,-1,05,-1,-1,-1,01,-1,-1,-1,-1,01,CA,06,05,-1,-1,-1,02,-1,-1,02,04,0,3,-1,-1,02,06,01,0,5,61,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,04,01,02,02,01,-1,-1,-1,-1,02,-1,-1,10000,02,-1,-1,200805,01,01,U,1500,30,3000,750,750,20,1500,40900,6922
20407595,02,22,245.61702375,0,02,01,2,18,2,2,2,0,01,10,3,01,-1,92,09,04,-1,-1,-1,-1,-1,-1,-1,3,01,-1,01,-1,-1,-1,-1,-1,-1,05,-1,-1,-1,01,-1,-1,-1,-1,01,CA,06,-1,-1,-1,-1,02,-1,-1,02,04,0,0,-1,-1,02,06,02,0,3,60,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,04,01,01,02,02,-1,-1,-1,-1,02,-1,-1,12000,02,-1,-1,200805,01,01,U,1500,30,3000,750,750,20,1500,40900,6922
20407812,01,38,35.798652659,0,02,01,2,05,2,1,2,0,02,10,2,01,-1,23,02,01,-1,-1,-1,-1,-1,-1,-1,2,01,-1,01,-1,02,-1,-1,-1,-1,02,-1,-1,-1,01,-1,-1,-1,-1,01,NY,36,01,-1,-1,-1,02,-1,-1,03,02,0,3,-1,-1,02,06,01,0,2,77,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,04,06,02,02,02,01,-1,-1,-1,-1,02,-1,-1,8000,02,-1,-1,200904,01,04,TC,50,5,300,25,50,5,300,XXXXX,XXXX
20408453,01,40,129.78616261,0,02,01,2,16,3,2,3,2,02,02,4,01,1,53,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,-1,-1,-1,02,-1,01,-1,01,-1,5.5575916744,-1,02,01,GA,13,-1,04,-1,-1,02,-1,-1,03,02,0,0,-1,-1,-1,01,02,-9,0,63,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,15,-1,02,01,02,01,02,02,01,-1,01,02,13,01,07:30AM,02,15000,02,-1,7,200904,01,01,S,750,30,3000,3000,750,30,3000,XXXXX,XXXX
20408453,02,40,131.9525304,0,02,01,2,16,3,2,3,2,02,02,2,01,1,53,05,03,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,01,-1,-1,-1,03,-1,-1,02,-1,01,-1,01,-1,24.433119414,-1,02,01,GA,13,05,02,-1,-1,02,-1,-1,03,02,0,3,-1,-1,-1,01,01,-9,0,60,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,50,-1,02,01,02,01,01,02,01,-1,01,02,45,01,07:30AM,01,45000,02,-1,34,200904,01,01,S,750,30,3000,3000,750,30,3000,XXXXX,XXXX
20408574,01,24,78.093422783,0,02,01,1,08,2,2,2,1,01,02,5,01,1,53,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,01,-1,-1,-1,-1,03,-1,01,-1,01,-1,5.0442749039,-1,02,01,VA,51,01,01,-1,-1,02,-1,-1,03,01,0,40,-1,-1,01,04,01,-9,0,66,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,15,-1,03,01,01,01,02,02,01,22,01,01,51,01,11:00AM,02,14000,02,-1,7,200811,01,01,TC,300,5,750,150,300,0,1500,XXXXX,XXXX
20408574,02,24,83.732944216,0,02,01,1,08,2,2,2,1,01,02,4,01,-1,53,05,03,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,02,01,-1,-1,-1,-1,-1,02,01,-1,-1,01,-1,-1,-1,-1,01,VA,51,06,-1,-1,-1,02,-1,-1,03,01,0,0,-1,-1,02,04,01,0,-1,74,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,01,01,01,02,02,05,-1,-1,-1,-1,02,-1,-1,-1,-1,-1,-1,200811,01,01,TC,300,5,750,150,300,0,1500,XXXXX,XXXX
20409384,01,32,508.95270404,0,02,01,1,04,1,1,1,0,01,09,2,01,-1,22,02,01,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,01,-1,-1,-1,-1,-1,-1,03,-1,-1,-1,01,-1,-1,-1,-1,01,NY,36,-8,-1,-1,-1,02,-1,-1,02,04,0,1,-1,-1,02,06,01,0,-1,71,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,03,01,02,02,05,-1,-1,-1,-1,02,-1,-1,15000,02,-1,-1,200810,01,03,S,1500,40,3000,1500,3000,60,7000,40380,6840
20409423,01,78,223.80581145,0,02,01,2,13,2,2,2,1,01,10,2,01,2,22,02,01,-1,-1,-1,-1,-1,-1,-1,1,01,-1,01,-1,-1,-1,-1,-1,-1,04,-1,02,-1,01,-1,5.7087003828,-1,02,01,NY,36,-8,04,-1,-1,02,-1,-1,02,04,0,5,-1,-1,01,06,01,-9,1,67,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,20,-1,05,01,03,01,02,02,01,-1,02,02,36,01,06:25PM,01,15000,02,-1,8,200904,01,02,S,750,20,1500,350,300,0,1500,40380,6840
20409423,02,78,222.47265007,0,02,01,2,13,2,2,2,1,01,10,4,01,-1,22,02,01,02,-8,02,02,02,02,01,2,01,-1,01,-1,-1,-1,-1,-1,-1,04,-1,-1,-1,01,-1,-1,-1,-1,01,NY,36,-1,-1,-1,-1,01,03,-1,02,04,0,0,-1,-1,02,06,02,0,2,88,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,03,01,01,02,02,-1,-1,-1,-1,02,-1,-1,3000,02,-1,-1,200904,01,02,S,750,20,1500,350,300,0,1500,40380,6840
20409571,01,59,500.84008893,0,02,01,2,18,4,7,2,1,01,04,4,01,1,23,02,01,-1,-1,-1,-1,-1,-1,-1,0,02,-1,01,-1,-1,-1,03,-1,-1,05,-1,01,-1,01,-1,9.9765519008,-1,01,01,NY,36,05,04,-1,-1,02,-1,-1,03,03,0,0,-1,-1,-1,01,01,0,1,33,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,-1,25,-1,03,01,03,01,02,02,01,0,01,01,36,01,09:30AM,01,25000,02,-1,15,200903,01,01,TC,300,0,1500,350,300,0,750,XXXXX,XXXX
20409571,02,59,414.76698635,0,02,01,2,18,4,7,2,1,01,04,2,01,-1,23,02,01,-1,-1,-1,-1,-1,-1,-1,1,02,-1,01,02,-1,-1,-1,-1,-1,04,-1,-1,-1,01,-1,-1,-1,-1,01,NY,36,06,-1,-1,-1,02,-1,-1,03,03,0,0,-1,-1,02,04,01,0,1,31,02,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,01,03,01,01,02,02,-1,-1,-1,-1,02,-1,-1,11000,02,-1,-1,200903,01,01,TC,300,0,1500,350,300,0,750,XXXXX,XXXX
20409638,01,98,592.69656292,0,01,07,3,17,4,2,4,1,02,08,4,01,2,73,07,03,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,01,-1,-1,02,-1,-1,-1,04,-1,02,-1,01,-1,2.3338167214,-1,02,01,TX,48,04,04,-1,-1,02,-1,-1,03,01,0,0,-1,-1,-1,01,01,0,0,50,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,-1,12,-1,06,01,02,01,02,02,02,-1,01,02,48,01,06:50PM,03,-8,-1,-1,2,200902,01,01,C,1500,20,3000,750,1500,20,3000,XXXXX,XXXX
